website,title,street address,phone,link,location
"http://tracking.groupon.com/r?tsToken=US_AFF_0_201747_212556_0&url=https%3A%2F%2Fwww.groupon.com%2Fdeals%2Fadvance-vision-care%3Fz%3Dskip%26utm_medium%3Dafl%26utm_campaign%3D201747%26mediaId%3D212556%26utm_source%3DGPN&utm_source=localsaver,http://tracking.groupon.com/r?tsToken=US_AFF_0_201747_212556_0&url=https%3A%2F%2Fwww.groupon.com%2Fdeals%2Fadvance-vision-care%3Fz%3Dskip%26utm_medium%3Dafl%26utm_campaign%3D201747%26mediaId%3D212556%26utm_source%3DGPN&utm_source=localsaver",Advanced Vision Care,1566 1st Avenue,"(212) 217-1600,(212) 217-1600",https://www.localsaver.com/10001/advanced-vision-care?dsc=GPNDL&bizid=C1CC56991F06D9DDA246AA3CAE486E26,New York
"http://LADBYLA.COM?utm_source=localsaver,http://LADBYLA.COM?utm_source=localsaver",LAD By LA,,"(917) 892-9860,(917) 892-9860",https://www.localsaver.com/10001/lad-by-la?dsc=MYDS&bizid=52068985,
"http://www.AAPretzels.com?utm_source=localsaver,http://www.AAPretzels.com?utm_source=localsaver",Auntie Anne's Pretzels Times Square,664 8th Ave,"(212) 764-1562,(212) 764-1562",https://www.localsaver.com/10001/auntie-anne-s-pretzels-times-square?dsc=MYDS&bizid=52055942,New York
"http://www.breathandbones.com?utm_source=localsaver,http://www.breathandbones.com?utm_source=localsaver",Breath & Bones,80 East 11th St. suite 301,"(917) 478-1799,(917) 478-1799",https://www.localsaver.com/10001/breath-bones?dsc=MYDS&bizid=52067158,New York
"http://tracking.groupon.com/r?tsToken=US_AFF_0_201747_212556_0&url=https%3A%2F%2Fwww.groupon.com%2Fdeals%2Fgl-comic-strip-live-4-8%3Fz%3Dskip%26utm_medium%3Dafl%26utm_campaign%3D201747%26mediaId%3D212556%26utm_source%3DGPN&utm_source=localsaver,http://tracking.groupon.com/r?tsToken=US_AFF_0_201747_212556_0&url=https%3A%2F%2Fwww.groupon.com%2Fdeals%2Fgl-comic-strip-live-4-8%3Fz%3Dskip%26utm_medium%3Dafl%26utm_campaign%3D201747%26mediaId%3D212556%26utm_source%3DGPN&utm_source=localsaver",Comic Strip Live,1568 2nd Ave.,"(212) 861-9386,(212) 861-9386",https://www.localsaver.com/10001/comic-strip-live?dsc=GPNDL&bizid=DA0CE35D816AB343EA2B0D2E03179CE9,New York
"http://www.carpetcleaningnewyork.com?utm_source=localsaver,http://www.carpetcleaningnewyork.com?utm_source=localsaver",Steam Pro Carpet Cleaning,397 3rd Ave,"(718) 606-0549,(718) 606-0549",https://www.localsaver.com/10001/steam-pro-carpet-cleaning?dsc=MYDS&bizid=52042289,New York
,Aanchal,45-12 23rd St,"(718) 349-9060,(718) 349-9060",https://www.localsaver.com/10001/aanchal?dsc=RSTRT&bizid=238989,Long Island City
"http://tracking.groupon.com/r?tsToken=US_AFF_0_201747_212556_0&url=https%3A%2F%2Fwww.groupon.com%2Fdeals%2Fbronze-boutique-spa%3Fz%3Dskip%26utm_medium%3Dafl%26utm_campaign%3D201747%26mediaId%3D212556%26utm_source%3DGPN&utm_source=localsaver,http://tracking.groupon.com/r?tsToken=US_AFF_0_201747_212556_0&url=https%3A%2F%2Fwww.groupon.com%2Fdeals%2Fbronze-boutique-spa%3Fz%3Dskip%26utm_medium%3Dafl%26utm_campaign%3D201747%26mediaId%3D212556%26utm_source%3DGPN&utm_source=localsaver",Bronze Boutique & Spa,330 E 65th St.,"(212) 319-5805,(212) 319-5805",https://www.localsaver.com/10001/bronze-boutique-spa?dsc=GPNDL&bizid=ED1AC2D39960FA867252B6F9867EB6C5,New York
"http://cheaphotel.biz?utm_source=localsaver,http://cheaphotel.biz?utm_source=localsaver",CheapHotel.biz,,"(877) 477-7441,(877) 477-7441",https://www.localsaver.com/10001/cheaphotel-biz?dsc=MYDS&bizid=52065967,
,Ayromist,10 East 39th St,"(917) 838-8562,(917) 838-8562",https://www.localsaver.com/10001/ayromist?dsc=MYDS&bizid=52048385,New York
"http://www.projectexpedition.com?utm_source=localsaver,http://www.projectexpedition.com?utm_source=localsaver",Project Expedition,,"(917) 819-2376,(917) 819-2376",https://www.localsaver.com/10001/project-expedition?dsc=MYDS&bizid=52071831,
,Duran Sandwiches,,,https://www.localsaver.com/10001/duran-sandwiches?dsc=RSTRT&bizid=285371,New York
,Stuyvesant Organic,,,https://www.localsaver.com/10001/stuyvesant-organic?dsc=RSTRT&bizid=297032,New York
"http://Ramininyc.com?utm_source=localsaver,http://Ramininyc.com?utm_source=localsaver",Ramini espresso bar,265 w 37 st,"(347) 907-0343,(347) 907-0343",https://www.localsaver.com/10001/ramini-espresso-bar?dsc=MYDS&bizid=52063922,New York
,Yours Truly,8 Spring St,"(917) 388-2641,(917) 388-2641",https://www.localsaver.com/10001/yours-truly?dsc=RSTRT&bizid=268919,New York
"http://tracking.groupon.com/r?tsToken=US_AFF_0_201747_212556_0&url=https%3A%2F%2Fwww.groupon.com%2Fdeals%2Fdiva-salon-and-spa%3Fz%3Dskip%26utm_medium%3Dafl%26utm_campaign%3D201747%26mediaId%3D212556%26utm_source%3DGPN&utm_source=localsaver,http://tracking.groupon.com/r?tsToken=US_AFF_0_201747_212556_0&url=https%3A%2F%2Fwww.groupon.com%2Fdeals%2Fdiva-salon-and-spa%3Fz%3Dskip%26utm_medium%3Dafl%26utm_campaign%3D201747%26mediaId%3D212556%26utm_source%3DGPN&utm_source=localsaver",Studio Diva Salon and Spa,60 Henry Street,"(718) 222-0400,(718) 222-0400",https://www.localsaver.com/10001/studio-diva-salon-and-spa?dsc=GPNDL&bizid=6F6BBDA61472077714A57CDE0559F88B,Brooklyn
,Snowdonia,34-55 32ND ST,"(347) 730-5783,(347) 730-5783",https://www.localsaver.com/10001/snowdonia?dsc=RSTRT&bizid=242203,Astoria
"http://www.lowvoltagenyc.com?utm_source=localsaver,http://www.lowvoltagenyc.com?utm_source=localsaver",Low Voltage Nyc,"1441 broadway, 6th floor","(347) 565-9999,(347) 565-9999",https://www.localsaver.com/10001/low-voltage-nyc?dsc=MYDS&bizid=52062670,New York
"https://www.valpak.com/coupons/printable/defontes-of-brooklyn/158776?addressId=239173&vpref=localsaver-syn&utm_source=localsaver,https://www.valpak.com/coupons/printable/defontes-of-brooklyn/158776?addressId=239173&vpref=localsaver-syn&utm_source=localsaver",Defontes Of Brooklyn,95 Water St,"(718) 213-4853,(718) 213-4853",https://www.localsaver.com/10001/defontes-of-brooklyn?dsc=VALPK&bizid=239173,Brooklyn
"http://www.avnyc.com?utm_source=localsaver,http://www.avnyc.com?utm_source=localsaver","AV NYC, Inc",519 Eighth Avenue,"(212) 858-9339,(212) 858-9339",https://www.localsaver.com/10001/av-nyc-inc?dsc=MYDS&bizid=52057112,New York
"http://tracking.groupon.com/r?tsToken=US_AFF_0_201747_212556_0&url=https%3A%2F%2Fwww.groupon.com%2Fdeals%2F1742-wine-bar-2%3Fz%3Dskip%26utm_medium%3Dafl%26utm_campaign%3D201747%26mediaId%3D212556%26utm_source%3DGPN&utm_source=localsaver,http://tracking.groupon.com/r?tsToken=US_AFF_0_201747_212556_0&url=https%3A%2F%2Fwww.groupon.com%2Fdeals%2F1742-wine-bar-2%3Fz%3Dskip%26utm_medium%3Dafl%26utm_campaign%3D201747%26mediaId%3D212556%26utm_source%3DGPN&utm_source=localsaver",1742 Wine Bar,1742 2nd Ave.,"(212) 427-1010,(212) 427-1010",https://www.localsaver.com/10001/1742-wine-bar?dsc=GPNDL&bizid=90C7E03150015036B4682DE3FCC0FA39,Manhattan
"http://www.cbaoasianbuns.com?utm_source=localsaver,http://www.cbaoasianbuns.com?utm_source=localsaver",C Bao,108 w 14th Street,"(212) 206-8388,(212) 206-8388",https://www.localsaver.com/10001/c-bao?dsc=MYDS&bizid=52002683,New York
"http://www.acutcm.com/?utm_source=localsaver,http://www.acutcm.com/?utm_source=localsaver",ACU TCM,6 East 39th Street 8th Floor,"(347) 781-5688,(347) 781-5688",https://www.localsaver.com/10001/acu-tcm?dsc=MYDS&bizid=52063726,New York
,Wild,340 Bedford Ave,"(347) 599-0699,(347) 599-0699",https://www.localsaver.com/10001/wild?dsc=RSTRT&bizid=246694,Brooklyn
"https://www.manhattangastroenterology.com/?utm_source=localsaver,https://www.manhattangastroenterology.com/?utm_source=localsaver",Manhattan Gastroenterology,"983 Park Ave, Ste 1D","(212) 427-8761,(212) 427-8761",https://www.localsaver.com/10001/manhattan-gastroenterology?dsc=MYDS&bizid=52074240,New York
"http://www.dandreny.net?utm_source=localsaver,http://www.dandreny.net?utm_source=localsaver",D'Andre New York,"230 West 38th Street, 14th Floor","(800) 564-4168,(800) 564-4168",https://www.localsaver.com/10001/d-andre-new-york?dsc=MYDS&bizid=52052451,New York
,The Brick Fire Baked Pizza,1122 Washington Street,"(201) 942-9999,(201) 942-9999",https://www.localsaver.com/10001/the-brick-fire-baked-pizza?dsc=RSTRT&bizid=216556,Hoboken
"https://www.valpak.com/coupons/printable/tsigonia-paint-hardware/91213?addressId=247479&vpref=localsaver-syn&utm_source=localsaver,https://www.valpak.com/coupons/printable/tsigonia-paint-hardware/91213?addressId=247479&vpref=localsaver-syn&utm_source=localsaver",Tsigonia Paint & Hardware,302 Central Ave,"(201) 659-0044,(201) 659-0044",https://www.localsaver.com/10001/tsigonia-paint-38-hardware?dsc=VALPK&bizid=247479,Jersey City
"http://www.lecachetspa.com?utm_source=localsaver,http://www.lecachetspa.com?utm_source=localsaver",Le Cachet Day Spa and Laser Center,39 East 30-th Street,"(212) 448-9823,(212) 448-9823",https://www.localsaver.com/10001/le-cachet-day-spa-and-laser-center?dsc=MYDS&bizid=52019523,New York
,Carragher's Pub and Restaurant,,,https://www.localsaver.com/10001/carragher-s-pub-and-restaurant?dsc=RSTRT&bizid=305952,New York
"http://www.avnyc.com?utm_source=localsaver,http://www.avnyc.com?utm_source=localsaver","AV NYC, INC",519 Eighth Avenue,"(212) 256-1445,(212) 256-1445",https://www.localsaver.com/10001/av-nyc-inc?dsc=MYDS&bizid=52056239,New York
"http://www.ultimatecollection.nyc/?utm_source=localsaver,http://www.ultimatecollection.nyc/?utm_source=localsaver",Ultimate Collection,500 8th ave,"(646) 559-5705,(646) 559-5705",https://www.localsaver.com/10001/ultimate-collection?dsc=MYDS&bizid=52059548,New York
"https://newyorkcityphotosafari.com?utm_source=localsaver,https://newyorkcityphotosafari.com?utm_source=localsaver",New York City Photo Safari,,"(718) 268-9634,(718) 268-9634",https://www.localsaver.com/10001/new-york-city-photo-safari?dsc=MYDS&bizid=52061689,
"http://www.mettailor.com?utm_source=localsaver,http://www.mettailor.com?utm_source=localsaver",MET TAILOR,,"(917) 924-2350,(917) 924-2350",https://www.localsaver.com/10001/met-tailor?dsc=MYDS&bizid=52055357,
"http://www.ebay.com/usr/yourbestjewelrysource?utm_source=localsaver,http://www.ebay.com/usr/yourbestjewelrysource?utm_source=localsaver",yourbestjewlerysource,,"(718) 930-0604,(718) 930-0604",https://www.localsaver.com/10001/yourbestjewlerysource?dsc=MYDS&bizid=52062410,
,Tagine,221 W 38th St,"(646) 326-8014,(646) 326-8014",https://www.localsaver.com/10001/tagine?dsc=RSTRT&bizid=278232,New York
"https://www.finishmyhw.com/?utm_source=localsaver,https://www.finishmyhw.com/?utm_source=localsaver",Finish My Homework,155 Water Street,"(210) 664-7231,(210) 664-7231",https://www.localsaver.com/10001/finish-my-homework?dsc=MYDS&bizid=52075694,Brooklyn
,Pig n Whistle Pub & Restaurant,,,https://www.localsaver.com/10001/pig-n-whistle-pub-restaurant?dsc=RSTRT&bizid=305564,New York
,Siblings,,,https://www.localsaver.com/10001/siblings?dsc=RSTRT&bizid=295536,Manhattan
"https://www.emaidsinc.com?utm_source=localsaver,https://www.emaidsinc.com?utm_source=localsaver",eMaids inc.,,"(212) 390-1877,(212) 390-1877",https://www.localsaver.com/10001/emaids-inc-?dsc=MYDS&bizid=52051093,
,Cafe Fresco,1239 1st Ave,"(212) 535-9030,(212) 535-9030",https://www.localsaver.com/10001/cafe-fresco?dsc=RSTRT&bizid=219912,New York
"http://www.soberforever.net?utm_campaign=DataSphere&utm_source=localsaver&utm_medium=paid&utm_adgroup=DataSphere,http://www.soberforever.net?utm_campaign=DataSphere&utm_source=localsaver&utm_medium=paid&utm_adgroup=DataSphere",Saint Jude Retreats,,"(855) 375-6615,(855) 375-6615",https://www.localsaver.com/10001/saint-jude-retreats?dsc=MYDS&bizid=52057046,
"http://www.toptanzanite.com/?utm_source=localsaver,http://www.toptanzanite.com/?utm_source=localsaver",Top Tanzanite,"15 W 47th St, Ste 600","(888) 243-9192,(888) 243-9192",https://www.localsaver.com/10001/top-tanzanite?dsc=MYDS&bizid=52061871,New York
"http://www.luxurywatchesnyc.com?utm_source=localsaver,http://www.luxurywatchesnyc.com?utm_source=localsaver",Luxury Watches NYC COrp.,"37W E 47TH ST, Booth 39","(855) 589-5500,(855) 589-5500",https://www.localsaver.com/10001/luxury-watches-nyc-corp-?dsc=MYDS&bizid=52054976,New York
,Fuel Grill & Juice Bar,,,https://www.localsaver.com/10001/fuel-grill-juice-bar?dsc=RSTRT&bizid=305744,Manhattan
,Kharian Deli,,,https://www.localsaver.com/10001/kharian-deli?dsc=RSTRT&bizid=296694,New York
"http://patrina.com/?utm_source=localsaver,http://patrina.com/?utm_source=localsaver",Patrina Corporation,"45 Broadway, Suite 1440","(212) 233-1155,(212) 233-1155",https://www.localsaver.com/10001/patrina-corporation?dsc=MYDS&bizid=52075124,New York
"http://www.fainaeuropeanspa.com?utm_source=localsaver,http://www.fainaeuropeanspa.com?utm_source=localsaver",Faina European Day Spa,"315 W 57th St. #402, 330 W 58th St. (2nd Convenient Entrance)","(212) 245-6557,(212) 245-6557",https://www.localsaver.com/10001/faina-european-day-spa?dsc=BDSP&bizid=12558777,New York
"http://LennyBurdier.Weebly.Com?utm_source=localsaver,http://LennyBurdier.Weebly.Com?utm_source=localsaver",Lenny Burdier Real Estate,,"(718) 974-1232,(718) 974-1232",https://www.localsaver.com/10001/lenny-burdier-real-estate?dsc=MYDS&bizid=52060658,
"http://manhattancats.com?utm_source=localsaver,http://manhattancats.com?utm_source=localsaver",Manhattan Cat Specialists,230 West 76th Street,"(212) 721-2287,(212) 721-2287",https://www.localsaver.com/10001/manhattan-cat-specialists?dsc=MYDS&bizid=52007489,New York
"https://www.valpak.com/coupons/printable/the-law-offices-of-barry-m-bordetsky/115675?addressId=183884&vpref=localsaver-syn&utm_source=localsaver,https://www.valpak.com/coupons/printable/the-law-offices-of-barry-m-bordetsky/115675?addressId=183884&vpref=localsaver-syn&utm_source=localsaver",The Law Offices Of Barry M. Bordetsky,570 Lexington Ave,"(212) 688-0008,(212) 688-0008",https://www.localsaver.com/10001/the-law-offices-of-barry-m-bordetsky?dsc=VALPK&bizid=183884,New York
"http://www.netgearroutersetup.com/?utm_source=localsaver,http://www.netgearroutersetup.com/?utm_source=localsaver",Netgear Wireless Router Setup Call +1-855-856-2653,440 Greene St,"(650) 353-3419,(650) 353-3419",https://www.localsaver.com/10001/netgear-wireless-router-setup-call-1-855-856-2653?dsc=MYDS&bizid=52062934,New York City
"http://couplestherapynewyork.net?utm_source=localsaver,http://couplestherapynewyork.net?utm_source=localsaver",Couples Therapy New York,"1133 Broadway, Suite 1028","(917) 242-5931,(917) 242-5931",https://www.localsaver.com/10001/couples-therapy-new-york?dsc=MYDS&bizid=52041765,New York
"http://www.nycbodypaint.com?utm_source=localsaver,http://www.nycbodypaint.com?utm_source=localsaver",NYC Bodypaint,,"(917) 567-5304,(917) 567-5304",https://www.localsaver.com/10001/nyc-bodypaint?dsc=MYDS&bizid=52049678,
,La Carbonara Restaurant,,,https://www.localsaver.com/10001/la-carbonara-restaurant?dsc=RSTRT&bizid=283469,New York
"http://www.4beautifulstruggle.com?utm_source=localsaver,http://www.4beautifulstruggle.com?utm_source=localsaver",Beautiful Struggle Productions,305 West 38th street,"(415) 574-6371,(415) 574-6371",https://www.localsaver.com/10001/beautiful-struggle-productions?dsc=MYDS&bizid=52044119,New York
"https://www.brooklyngynplace.com?utm_source=localsaver,https://www.brooklyngynplace.com?utm_source=localsaver",Brooklyn GYN Place NYC,"142 Joralemon Street, #4CF,","(718) 624-0604,(718) 624-0604",https://www.localsaver.com/10001/brooklyn-gyn-place-nyc?dsc=MYDS&bizid=52091661,Brooklyn
"http://www.rothbuiltworks.com?utm_source=localsaver,http://www.rothbuiltworks.com?utm_source=localsaver",Roth Built Works Inc.,"215 Park Ave S, 6FL","(646) 350-1122,(646) 350-1122",https://www.localsaver.com/10001/roth-built-works-inc-?dsc=MYDS&bizid=52046407,New York
"http://www.toptanzanite.com?utm_source=localsaver,http://www.toptanzanite.com?utm_source=localsaver",TopTanzanite,15 WEST 47TH STREET,"(888) 243-9192,(888) 243-9192",https://www.localsaver.com/10001/toptanzanite?dsc=MYDS&bizid=52051401,New York
,Market Place,,,https://www.localsaver.com/10001/market-place?dsc=RSTRT&bizid=295311,Manhattan
"http://www.dgdentallab.com?utm_source=localsaver,http://www.dgdentallab.com?utm_source=localsaver",Dental Crowns Lab,28-10 Queens Plz S,"(917) 793-0475,(917) 793-0475",https://www.localsaver.com/10001/dental-crowns-lab?dsc=MYDS&bizid=52083380,Long Island City
"http://www.vztravel.com?utm_source=localsaver,http://www.vztravel.com?utm_source=localsaver",VZ TRAVEL Luxury Car & Limousine Service,,"(212) 256-1770,(212) 256-1770",https://www.localsaver.com/10001/vz-travel-luxury-car-limousine-service?dsc=MYDS&bizid=52043127,
"http://www.bridgengroup.com?utm_source=localsaver,http://www.bridgengroup.com?utm_source=localsaver",Bridgen Group Inc.,,"(917) 387-0534,(917) 387-0534",https://www.localsaver.com/10001/bridgen-group-inc-?dsc=MYDS&bizid=52061389,
"http://www.Divorce299.com?utm_source=localsaver,http://www.Divorce299.com?utm_source=localsaver",Divorce299.com,"469 Fashion Avenue, Ste 743","(212) 359-9352,(212) 359-9352",https://www.localsaver.com/10001/divorce299-com?dsc=MYDS&bizid=52035195,New York
,Best Wingers Express,,,https://www.localsaver.com/10001/best-wingers-express?dsc=RSTRT&bizid=292701,New York
"http://airporttransfersny.com?utm_source=localsaver,http://airporttransfersny.com?utm_source=localsaver",Airport Transfers,,"(646) 844-9095,(646) 844-9095",https://www.localsaver.com/10001/airport-transfers?dsc=MYDS&bizid=52089338,
"http://www.isodevelopers.com?utm_source=localsaver,http://www.isodevelopers.com?utm_source=localsaver",ISO Developers,45 Rockefeller Plaza Suite 2000,"(888) 429-0503,(888) 429-0503",https://www.localsaver.com/10001/iso-developers?dsc=MYDS&bizid=52051492,New York
"http://www.TheGreenAide.com?utm_source=localsaver,http://www.TheGreenAide.com?utm_source=localsaver",The Green Aide,450 Lexington Avenue #891,"(917) 524-8034,(917) 524-8034",https://www.localsaver.com/10001/the-green-aide?dsc=MYDS&bizid=52053161,New York
"Http://www.extrapirouette.com?utm_source=localsaver,Http://www.extrapirouette.com?utm_source=localsaver",Extra pirouette,520 8th ave between 36th and 37th st.,"(646) 736-9597,(646) 736-9597",https://www.localsaver.com/10001/extra-pirouette?dsc=MYDS&bizid=52020160,New York
"http://Joyindance.com?utm_source=localsaver,http://Joyindance.com?utm_source=localsaver",Joy in Dance,37 west 37th street,"(212) 662-0708,(212) 662-0708",https://www.localsaver.com/10001/joy-in-dance?dsc=MYDS&bizid=52035060,New York
,Silvano Pizzeria,,,https://www.localsaver.com/10001/silvano-pizzeria?dsc=RSTRT&bizid=305773,New York
"http://www.citymaidservice.net?utm_source=localsaver,http://www.citymaidservice.net?utm_source=localsaver",City Maid Service,303 Park Avenue South,"(212) 871-8887,(212) 871-8887",https://www.localsaver.com/10001/city-maid-service?dsc=MYDS&bizid=52006313,New York
,Karizma Restaurant,,,https://www.localsaver.com/10001/karizma-restaurant?dsc=RSTRT&bizid=306716,New York
,Locanut,344 3rd Ave,"(646) 499-3373,(646) 499-3373",https://www.localsaver.com/10001/locanut?dsc=RSTRT&bizid=282498,New York
"http://tracking.groupon.com/r?tsToken=US_AFF_0_201747_212556_0&url=https%3A%2F%2Fwww.groupon.com%2Fdeals%2Ffinish-line-physical-therapy%3Fz%3Dskip%26utm_medium%3Dafl%26utm_campaign%3D201747%26mediaId%3D212556%26utm_source%3DGPN&utm_source=localsaver,http://tracking.groupon.com/r?tsToken=US_AFF_0_201747_212556_0&url=https%3A%2F%2Fwww.groupon.com%2Fdeals%2Ffinish-line-physical-therapy%3Fz%3Dskip%26utm_medium%3Dafl%26utm_campaign%3D201747%26mediaId%3D212556%26utm_source%3DGPN&utm_source=localsaver",Finish Line Physical Therapy,119 W. 23rd St.,"(212) 486-8573,(212) 486-8573",https://www.localsaver.com/10001/finish-line-physical-therapy?dsc=GPNDL&bizid=725AE27B6AC78481622B1231A0F624F6,New York
,Krust Pizzeria,,,https://www.localsaver.com/10001/krust-pizzeria?dsc=RSTRT&bizid=290411,New York
"https://www.nynewyorklocksmith.com?utm_source=localsaver,https://www.nynewyorklocksmith.com?utm_source=localsaver",Eddie and Sons Locksmith - NYC,Serving area,"(646) 459-4358,(646) 459-4358",https://www.localsaver.com/10001/eddie-and-sons-locksmith-nyc?dsc=MYDS&bizid=52042231,New York
,The Organic Salad,,"(212) 726-2052,(212) 726-2052",https://www.localsaver.com/10001/the-organic-salad?dsc=MYDS&bizid=52050402,
"http://capitalcitymovers.us/?utm_source=localsaver,http://capitalcitymovers.us/?utm_source=localsaver",Capital City Movers NYC,333 E 109th St,"(718) 619-4881,(718) 619-4881",https://www.localsaver.com/10001/capital-city-movers-nyc?dsc=MYDS&bizid=52073268,New York
"https://www.nycdentalimplantscenter.com?utm_source=localsaver,https://www.nycdentalimplantscenter.com?utm_source=localsaver",NYC Dental Implants Center,"225 East 64th St, Ste 1B","(212) 256-0000,(212) 256-0000",https://www.localsaver.com/10001/nyc-dental-implants-center?dsc=MYDS&bizid=52065875,New York
,Horus Cafe on A,,,https://www.localsaver.com/10001/horus-cafe-on-a?dsc=RSTRT&bizid=308087,New York
"http://WWW.AHAVAVIDASTUDIO.COM?utm_source=localsaver,http://WWW.AHAVAVIDASTUDIO.COM?utm_source=localsaver",AHAVA VIDA STUDIO DENTAL LABORATORY,555 Madison Avenue,"(646) 808-5001,(646) 808-5001",https://www.localsaver.com/10001/ahava-vida-studio-dental-laboratory?dsc=MYDS&bizid=52051453,New York
"https://legalcleanup.com/?utm_source=localsaver,https://legalcleanup.com/?utm_source=localsaver","Legal Cleanup powered by Vonnie C. Dones, III ESQ.",,"(929) 251-4576,(929) 251-4576",https://www.localsaver.com/10001/legal-cleanup-powered-by-vonnie-c-dones-iii-esq-?dsc=MYDS&bizid=52040763,
,RED COMPASS,,,https://www.localsaver.com/10001/red-compass?dsc=RSTRT&bizid=305483,New York
"http://halloween-costumes.amazon.com-discounts.com?utm_source=localsaver,http://halloween-costumes.amazon.com-discounts.com?utm_source=localsaver",New York Halloween Costume Delivery,,"(929) 265-0566,(929) 265-0566",https://www.localsaver.com/10001/new-york-halloween-costume-delivery?dsc=MYDS&bizid=52050750,
,Cavalino's Bar and Restaurant,6800 Park Avenue,"(201) 662-7118,(201) 662-7118",https://www.localsaver.com/10001/cavalino-s-bar-and-restaurant?dsc=RSTRT&bizid=175301,Guttenburg
"https://www.valpak.com/coupons/printable/lotus-smiles/164238?addressId=245376&vpref=localsaver-syn&utm_source=localsaver,https://www.valpak.com/coupons/printable/lotus-smiles/164238?addressId=245376&vpref=localsaver-syn&utm_source=localsaver",Lotus Smiles,"201 Marin Blvd, Unit 3c","(201) 433-8600,(201) 433-8600",https://www.localsaver.com/10001/lotus-smiles?dsc=VALPK&bizid=245376,Jersey City
,Casa La Femme,,,https://www.localsaver.com/10001/casa-la-femme?dsc=RSTRT&bizid=288319,New York
"http://localhost.com?utm_source=localsaver,http://localhost.com?utm_source=localsaver",Local Host Jr.,,"(917) 794-8569,(917) 794-8569",https://www.localsaver.com/10001/local-host-jr-?dsc=MYDS&bizid=52043139,
"http://www.laviezenspa.com?utm_source=localsaver,http://www.laviezenspa.com?utm_source=localsaver",La Vie Zen Spa,"420 Madison Avenue, At 48th Street - 2nd Floor","(212) 207-8220,(212) 207-8220",https://www.localsaver.com/10001/la-vie-zen-spa?dsc=BDSP&bizid=12558667,New York
,PRIMAVERA PIZZA AND PASTA,,,https://www.localsaver.com/10001/primavera-pizza-and-pasta?dsc=RSTRT&bizid=290440,Manhattan
"http://solarnyc.wix.com/headshotsandreels?utm_source=localsaver,http://solarnyc.wix.com/headshotsandreels?utm_source=localsaver",Solar NYC Headshots & Reels,,"(212) 473-3040,(212) 473-3040",https://www.localsaver.com/10001/solar-nyc-headshots-reels?dsc=MYDS&bizid=52057735,
"http://tracking.groupon.com/r?tsToken=US_AFF_0_201747_212556_0&url=https%3A%2F%2Fwww.groupon.com%2Fdeals%2Fbravo-texas-acupuncture-wellness-1%3Fz%3Dskip%26utm_medium%3Dafl%26utm_source%3DGPN%26utm_campaign%3D201747%26mediaId%3D212556&utm_source=localsaver,http://tracking.groupon.com/r?tsToken=US_AFF_0_201747_212556_0&url=https%3A%2F%2Fwww.groupon.com%2Fdeals%2Fbravo-texas-acupuncture-wellness-1%3Fz%3Dskip%26utm_medium%3Dafl%26utm_source%3DGPN%26utm_campaign%3D201747%26mediaId%3D212556&utm_source=localsaver",Columbus Circle Acupuncture Wellness,330 West 58th Street,"(121) 224-5212,(121) 224-5212",https://www.localsaver.com/10001/columbus-circle-acupuncture-wellness?dsc=GPNDL&bizid=90A9ACF31B1945155ABD7BAAC7DE9129,New York
,JadeDragon Kung Fu,28 West 27th Street,"(347) 781-5576,(347) 781-5576",https://www.localsaver.com/10001/jadedragon-kung-fu?dsc=MYDS&bizid=52025983,New York
,Just Delicious,,,https://www.localsaver.com/10001/just-delicious?dsc=RSTRT&bizid=305460,New York
,THE DL,,,https://www.localsaver.com/10001/the-dl?dsc=RSTRT&bizid=204582,New York
"https://www.centurymedicaldental.com?utm_source=localsaver,https://www.centurymedicaldental.com?utm_source=localsaver",Century Medical & Dental Center (Downtown Brooklyn),200 Livingston Street,"(718) 522-3399,(718) 522-3399",https://www.localsaver.com/10001/century-medical-dental-center-downtown-brooklyn-?dsc=MYDS&bizid=52091702,Brooklyn
"http://www.besttraveldealz.com?utm_source=localsaver,http://www.besttraveldealz.com?utm_source=localsaver",Airlink International holidays,,"(646) 469-9333,(646) 469-9333",https://www.localsaver.com/10001/airlink-international-holidays?dsc=MYDS&bizid=52037522,
"http://www.Gate-Repair-nyc.net?utm_source=localsaver,http://www.Gate-Repair-nyc.net?utm_source=localsaver",Gate Repair NYC,310 E 55th St #114,"(718) 885-4948,(718) 885-4948",https://www.localsaver.com/10001/gate-repair-nyc?dsc=MYDS&bizid=52056436,New York
,Diamond SG loan lenders Services,"790 7th Avenue, At 50th Street","(646) 762-1043,(646) 762-1043",https://www.localsaver.com/10001/diamond-sg-loan-lenders-services?dsc=MYDS&bizid=52031559,New York
,La Vela Dining & Bar,,,https://www.localsaver.com/10001/la-vela-dining-bar?dsc=RSTRT&bizid=285810,New York
